date,day,meal_type,menu_items,total_strength,actual_attendance
2023-07-28,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9088
2023-07-28,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13007
2023-07-28,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,8000
2023-07-28,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8049
2023-07-29,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9595
2023-07-29,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6508
2023-07-29,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5639
2023-07-29,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11285
2023-07-30,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11498
2023-07-30,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13047
2023-07-30,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6691
2023-07-30,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13307
2023-07-31,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10676
2023-07-31,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12389
2023-07-31,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7900
2023-07-31,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,10336
2023-08-01,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9184
2023-08-01,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,8951
2023-08-01,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7981
2023-08-01,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11827
2023-08-02,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10093
2023-08-02,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-08-02,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6808
2023-08-02,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12005
2023-08-03,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6863
2023-08-03,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13546
2023-08-03,Thursday,Snack,"Veg Maggi, Frooti",14172,8701
2023-08-03,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11320
2023-08-04,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8596
2023-08-04,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2023-08-04,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7480
2023-08-04,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8459
2023-08-05,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9776
2023-08-05,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6556
2023-08-05,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5591
2023-08-05,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11672
2023-08-06,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10794
2023-08-06,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12622
2023-08-06,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,8062
2023-08-06,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13064
2023-08-07,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10365
2023-08-07,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12279
2023-08-07,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7797
2023-08-07,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9112
2023-08-08,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8163
2023-08-08,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,8711
2023-08-08,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7618
2023-08-08,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11311
2023-08-09,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10046
2023-08-09,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-08-09,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6874
2023-08-09,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12968
2023-08-10,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6202
2023-08-10,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13077
2023-08-10,Thursday,Snack,"Veg Maggi, Frooti",14172,7564
2023-08-10,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11993
2023-08-11,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,10251
2023-08-11,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13520
2023-08-11,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7121
2023-08-11,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8306
2023-08-12,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10103
2023-08-12,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7553
2023-08-12,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5751
2023-08-12,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11414
2023-08-13,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10081
2023-08-13,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12160
2023-08-13,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7820
2023-08-13,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-08-14,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10288
2023-08-14,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12529
2023-08-14,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7423
2023-08-14,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,10041
2023-08-15,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8242
2023-08-15,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10401
2023-08-15,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8251
2023-08-15,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11749
2023-08-16,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10867
2023-08-16,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13806
2023-08-16,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6593
2023-08-16,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12393
2023-08-17,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6310
2023-08-17,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2023-08-17,Thursday,Snack,"Veg Maggi, Frooti",14172,8096
2023-08-17,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11009
2023-08-18,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8628
2023-08-18,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12940
2023-08-18,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7580
2023-08-18,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8882
2023-08-19,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10435
2023-08-19,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6510
2023-08-19,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,6039
2023-08-19,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12021
2023-08-20,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10625
2023-08-20,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12074
2023-08-20,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6916
2023-08-20,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-08-21,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9737
2023-08-21,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11285
2023-08-21,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7583
2023-08-21,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9645
2023-08-22,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8845
2023-08-22,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10071
2023-08-22,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8761
2023-08-22,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10127
2023-08-23,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,11212
2023-08-23,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-08-23,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7637
2023-08-23,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13583
2023-08-24,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7241
2023-08-24,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,12924
2023-08-24,Thursday,Snack,"Veg Maggi, Frooti",14172,8753
2023-08-24,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11595
2023-08-25,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8737
2023-08-25,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13016
2023-08-25,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7299
2023-08-25,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,7994
2023-08-26,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10402
2023-08-26,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7443
2023-08-26,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5319
2023-08-26,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12067
2023-08-27,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11428
2023-08-27,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13032
2023-08-27,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7858
2023-08-27,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-08-28,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10310
2023-08-28,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11212
2023-08-28,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7951
2023-08-28,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9258
2023-08-29,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8867
2023-08-29,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9051
2023-08-29,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8011
2023-08-29,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11702
2023-08-30,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10933
2023-08-30,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-08-30,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6449
2023-08-30,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12010
2023-08-31,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7131
2023-08-31,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2023-08-31,Thursday,Snack,"Veg Maggi, Frooti",14172,7963
2023-08-31,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,13052
2023-09-01,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9785
2023-09-01,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13706
2023-09-01,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7827
2023-09-01,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8391
2023-09-02,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9357
2023-09-02,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7113
2023-09-02,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5836
2023-09-02,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11335
2023-09-03,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10524
2023-09-03,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12883
2023-09-03,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7975
2023-09-03,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2023-09-04,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9968
2023-09-04,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11634
2023-09-04,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7856
2023-09-04,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9151
2023-09-05,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8824
2023-09-05,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9154
2023-09-05,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7848
2023-09-05,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10545
2023-09-06,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10497
2023-09-06,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-09-06,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6618
2023-09-06,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13888
2023-09-07,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7465
2023-09-07,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,12590
2023-09-07,Thursday,Snack,"Veg Maggi, Frooti",14172,8027
2023-09-07,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11589
2023-09-08,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9441
2023-09-08,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13846
2023-09-08,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7562
2023-09-08,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,7677
2023-09-09,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9500
2023-09-09,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6984
2023-09-09,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5479
2023-09-09,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12302
2023-09-10,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11431
2023-09-10,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12846
2023-09-10,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7979
2023-09-10,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13082
2023-09-11,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9283
2023-09-11,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12318
2023-09-11,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7908
2023-09-11,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,10366
2023-09-12,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9721
2023-09-12,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9567
2023-09-12,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8562
2023-09-12,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11787
2023-09-13,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9672
2023-09-13,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-09-13,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6728
2023-09-13,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12292
2023-09-14,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6296
2023-09-14,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13646
2023-09-14,Thursday,Snack,"Veg Maggi, Frooti",14172,8181
2023-09-14,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12012
2023-09-15,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,10143
2023-09-15,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2023-09-15,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7671
2023-09-15,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,9082
2023-09-16,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10369
2023-09-16,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6956
2023-09-16,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5475
2023-09-16,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12500
2023-09-17,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11022
2023-09-17,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,11762
2023-09-17,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7324
2023-09-17,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,12631
2023-09-18,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10813
2023-09-18,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12256
2023-09-18,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8714
2023-09-18,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8668
2023-09-19,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8743
2023-09-19,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9537
2023-09-19,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7935
2023-09-19,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10687
2023-09-20,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10840
2023-09-20,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2023-09-20,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6662
2023-09-20,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13888
2023-09-21,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6968
2023-09-21,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2023-09-21,Thursday,Snack,"Veg Maggi, Frooti",14172,8491
2023-09-21,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12377
2023-09-22,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9262
2023-09-22,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2023-09-22,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7020
2023-09-22,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8835
2023-09-23,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10550
2023-09-23,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7548
2023-09-23,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5612
2023-09-23,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10923
2023-09-24,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10325
2023-09-24,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13888
2023-09-24,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7816
2023-09-24,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13565
2023-09-25,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9574
2023-09-25,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11827
2023-09-25,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7523
2023-09-25,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8875
2023-09-26,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9514
2023-09-26,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9729
2023-09-26,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7884
2023-09-26,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10666
2023-09-27,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10148
2023-09-27,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13575
2023-09-27,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6805
2023-09-27,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13888
2023-09-28,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6800
2023-09-28,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2023-09-28,Thursday,Snack,"Veg Maggi, Frooti",14172,7673
2023-09-28,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11855
2023-09-29,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9830
2023-09-29,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13303
2023-09-29,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7770
2023-09-29,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,9079
2023-09-30,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9794
2023-09-30,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7045
2023-09-30,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5722
2023-09-30,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10550
2023-10-01,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10065
2023-10-01,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12457
2023-10-01,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7789
2023-10-01,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,12820
2023-10-02,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10418
2023-10-02,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11657
2023-10-02,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8338
2023-10-02,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9450
